Region,Province,year,Debt Ratio(%),Wide Range Debt Ratio(%),Debt Asset Ratio(%),Wide Range Debt Asset Ratio(%),"Balance of Municipal Bonds(CNY,B)","Limitation of Municipal Bonds(CNY,B)",Fiscal Self-sufficiency(%),"GDP(CNY,B)",Growth Rate of GDP(%),Per capita GDP(CNY),"Fixed Asset Investment(CNY,B)","Total Value of Imports and Exports(CNY,B)",Per Capita Disposable Income(CNY),"Industrial Increase Volume(CNY,B)","Budget Revenue(CNY,B)","Budget Expenditure(CNY,B)","Tax Revenue(CNY,B)",Share of Tax Revenue(%),"Revenue of Government-Managed Funds(CNY,B)","Expenditure of Government-Managed Funds(CNY,B)","Issuance（LGFV Bond）(CNY,B)","Net Financing（LGFV Bond）(CNY,B)","Issuance（Non-Standard Financing）(CNY,B)","Net Financing（Non-Standard Financing）(CNY,B)","Issuance(General Bond)(CNY,B)","Net Financing(General Bond)(CNY,B)","Issuance（Special Bond）(CNY,B)","Net Financing（Special Bond）(CNY,B)",Statistical_Division_Code,Province.Code,Annual_Real_Estate_Investment,Annual_Avg_Property_Price
Baoshan,Yunnan,2018,36.201,77.46666859,198.83,425.4690009,26.72140411,28.758,25.3167,73.814,9.5,28168,NA,0.418,32636,NA,6.61551,26.13104,3.89761,58.9162438,6.79661,5.43548,NA,NA,NA,NA,NA,NA,NA,NA,530500,530000,NA,NA
Baoshan,Yunnan,2019,33.1483,62.49327444,227.95,429.7380521,31.84494,34.439,24.8095,96.068,9.8,36548,24.75907,0.70075,35351,NA,6.72152,27.09248,4.28096,63.69035575,7.03476,8.18362,NA,NA,NA,NA,NA,NA,NA,NA,530500,530000,NA,24759.07
Baoshan,Yunnan,2020,37.1765,41.01008616,226.58,249.944656,39.13202,42.542,24.1911,105.26,4.8,43200,NA,0.58845,36433,NA,6.55433,27.09397,4.10098,62.56901926,10.00118,16.27639,NA,NA,NA,NA,NA,NA,NA,NA,530500,530000,NA,NA
Baoshan,Yunnan,2021,37.0271,42.04225656,145.02,164.6654943,43.15652,45.876,29.7837,116.554,6.1,48074,NA,0.743,39729,NA,6.48666,21.77922,3.88331,59.86609442,2.94412,5.35816,NA,NA,NA,NA,2.498,-0.001,6.33,2.333,530500,530000,NA,NA
Baotou,Inner Mongolia,2016,21.4907,23.61812211,267.96,294.4886164,83.11802,NA,65.4538,386.763,7.63,136021,18.45728,1.721,40955,NA,27.12122,41.43569,17.30819,63.81788872,3.89735,3.57498,NA,NA,0.025,NA,NA,NA,NA,NA,150200,150000,4563.361,18457.28
Baotou,Inner Mongolia,2017,NA,NA,452.55,583.09227310000006,83.36887,84.641,41.6605,NA,5.5,NA,15.53863,1.987,44231,NA,13.76126,33.03194,9.92043,72.08954703,4.65438,4.65438,NA,NA,NA,NA,11.1818,NA,NA,NA,150200,150000,4851.436,15538.63
Baotou,Inner Mongolia,2018,29.6871,36.37870359,379.11,472.885595,87.63,88.571,39.1609,295.179,6.8,102379,18.44529,2.54285,47407,NA,14.27491,36.45197,11.14017,78.04021181,8.42641,8.58496,NA,NA,NA,NA,NA,NA,NA,NA,150200,150000,5382.129,18445.29
Baotou,Inner Mongolia,2019,34.265,42.41196253,376.14,465.5739645,93.01117,96.244,41.6473,271.44692,5.97,93835,22.47554,2.76137,50427,NA,15.18173,36.45308,12.2684,80.81028974,9.52259,9.91229,NA,NA,NA,NA,NA,NA,NA,NA,150200,150000,6523.748,22475.54
Baotou,Inner Mongolia,2020,36.041,43.71776766,447.07,542.2947572,100.45929,103.532,38.2726,278.736,3,102949,24.09353,2.281,50981,NA,14.51783,37.93266,11.15035,76.80452244,7.93843,13.86441,NA,NA,NA,NA,11.1818,3.0352,NA,NA,150200,150000,6351.035,24093.53
Baotou,Inner Mongolia,2021,31.649,36.94599092,387.6309,452.5081383,104.22,107.4,47.9806,329.3,8.5,121331,19.24872,3.741,54448,NA,16.10533,33.56633,12.40651,77.03356591,7.27496,7.17469,NA,NA,NA,NA,12.19787,1.22061,NA,NA,150200,150000,6427.213,19248.72
Bazhong,Sichuan,2016,71.1728,71.17284177,82.36,82.42546253,38.765,39.1,16.5357,54.466,7.8,16405,11.89645,0.12151,25950,NA,4.42945,26.78727,2.36909,53.48496992,4.10779,4.91384,NA,NA,0.62565,-1.68208,16.391,0.52143,4.10779,-0.78021,511900,510000,3553.231,11896
Bazhong,Sichuan,2017,69.5572,69.55722932,419.53,419.1035775,41.8345,42.082,16.1797,60.144,8.1,18148,13.69732,0.03988,28285.827,NA,4.5528,28.13892,2.45554,53.93472149,5.38908,5.31836,NA,NA,1.3385999,0.9108954,7.519,1.95085,1.4291,0.8581,511900,510000,3500.936,13697.32
Bazhong,Sichuan,2018,68.7341,72.56320238,351.57,371.1594567,44.394,44.791,14.4823,64.588,8,19458,15.699,0.07863,30816,NA,4.5458,31.38866,2.65456,58.39588191,7.99021,7.95723,NA,NA,1.1873436,0.3776936,5.03574,2.68159,7.99021,7.56607,511900,510000,3947.329,15699.33
Bazhong,Sichuan,2019,61.9284,65.01948743,361.12,379.144167,46.712,47.877,15.2206,75.429,6,22716,13.36099,0.08802,33663,NA,4.76651,31.31618,2.62026,54.97229629,8.03444,7.92526,NA,NA,0.8813,0.6723,5.4239,0.3235,3.80229,1.99649,511900,510000,4476.488,13360.99
Bazhong,Sichuan,2020,68.8079,71.37658623,374.84,388.8319505,52.775,65.745,15.5932,76.699,2.5,27951,13.71961,0.03816,35821.24993,NA,4.84045,31.04203,2.35625,48.67832536,9.11217,13.15698,NA,NA,0.1723236,-0.0978977,4.75539,0.60095,6.20728,5.446,511900,510000,4425.938,13719.61
Bazhong,Sichuan,2021,92.0243,124.769293,422.86,573.2792811,68.329,70.01,16.1436,74.251,3.3,27510,9.17795,0.08351,38989.11259,NA,5.08021,31.4688,2.48582,48.93144181,10.92727,11.32182,NA,NA,0.006135,-1.8361031,NA,NA,NA,NA,511900,510000,NA,9178
Beihai,Guangxi,2016,18.0043,21.67479771,272.83,328.452002,18.124,NA,33.3671,100.665,8.6,61580,17.63054,3.10157,29412,44.859,5.00696,15.00566,3.66766,73.25123428,1.636,1.912,NA,NA,0.2286261,NA,6.37374,5.63689,NA,NA,450500,450000,4708.987,17630.54
Beihai,Guangxi,2017,13.2937,16.34980182,91.95,113.0948859,16.34908529,19.711,40.8085,122.984,10.2,74378,16.8277,3.41447,31912,59.791,6.43361,15.76537,4.51233,70.13682831,2.2083,1.33632,NA,NA,0.4055925,NA,0.65102,0.39558,NA,NA,450500,450000,5515.227,16827.7
Beihai,Guangxi,2018,15.0788,17.68830343,71.97,84.42938224,18.2950768,21.734,40.8124,121.3301037,8.3,72581,20.22789,4.847,33954,NA,7.16381,17.55302,4.98861,69.63626897,5.59803,3.43658,NA,NA,NA,NA,2.50855,0.647,3.093,1.243,450500,450000,6648.806,20228
Beihai,Guangxi,2019,15.288,17.42371147,60.37,68.80643462,19.88663,23.46428,38.9433,130.08,8.1,76955,20.38783,4.263,36602,NA,7.80938,20.05322,5.32736,68.21745132,11.71675,7.35485,NA,NA,NA,NA,0.812,0.179,1.31,NA,450500,450000,7038.031,20387.83
Beihai,Guangxi,2020,17.2753,19.24955361,69.43,77.36355124,22.05895,24.607,37.3379,127.691,-1.3,69373,16.69338,3.888,37956,NA,7.9414,21.26902,4.56274,57.45510867,8.18846,7.90847,NA,NA,NA,NA,1.265,-0.037,0.04648,-0.02953,450500,450000,6373.088,16693.38
Beihai,Guangxi,2021,17.03,18.73566069,84.7008,93.18412681,25.62042794,28.417,40.2433,150.443,8.8,80710,14.484,4.652,40727,NA,7.21278,17.92294,4.37887,60.70987885,10.51926,10.51926,NA,NA,NA,NA,0.797,0.028,4.989,3.556,450500,450000,5914.63,14484
Bengbu,Anhui,2016,18.8553,28.57188967,195.18,171.1578204,26.13,27.14,49.9448,138.582,9.4,41855,38.85755,1.76006,28653,NA,13.38791,26.80543,9.39649,70.18638458,9.746,10.182,NA,NA,1.7373508,NA,2.98991,0.93165,NA,NA,340300,340000,4456.419,38857.55
Bengbu,Anhui,2017,16.9457,16.94566185,186.27,186.2722456,26.27696,28.9753,47.3836,155.066,9.1,46233,53.68836,1.77126,31160,NA,14.10675,29.77139,8.84727,62.71657185,NA,NA,NA,NA,2.0183567,1.1958567,3.78261,0.09844,NA,NA,340300,340000,4866.001,53688.36
Bengbu,Anhui,2018,16.4355,18.98548972,184.61,213.2536477,28.18129,31.16816,51.6076,171.466,8.5,50662,57.66422,1.48037,33855,NA,15.26523,29.57942,9.44651,61.8825265,NA,NA,NA,NA,0.4335,0.3295,5.16459,0.07909,NA,NA,340300,340000,5657.425,57664.22
Bengbu,Anhui,2019,17.2437,19.776242,217.25,249.1309966,35.47323,38.60218,48.3823,205.717,5.1,60469,65.32053,1.58349,37028,NA,16.33,33.752,9.58122,58.67250459,NA,NA,NA,NA,0.7189544,0.397023,NA,NA,NA,NA,340300,340000,5856.587,65320.53
Bengbu,Anhui,2020,21.855,33.38965212,135.76,207.4135951,45.51801,48.35025,48.6224,208.273,3,63209,62.93318,1.887,39116,NA,15.848,32.594,9.85556,62.18803635,17.68,NA,NA,NA,1.3874,-1.2786707,2.545,0.356,9.903,9.732,340300,340000,6065.394,62933.18
Bengbu,Anhui,2021,27.9511,43.89504918,181.19,284.5695436,55.59388,58.64454,50.882,198.897,-2.1,60117,43.0201,2.7236,42656,NA,16.73,32.88,NA,NA,13.72,24.24,NA,NA,2.62733,1.7309706,NA,NA,NA,NA,340300,340000,6384.449,43020.1
Benxi,Liaoning,2016,35.0431,63.02722277,367.96,673.3277695,26.86785,27.93691,40.256100000000004,76.67098,-8.8,44745,2.83064,2.5798474,29136.69801,NA,5.541,13.76437,3.69895,66.75600072,1.63303,2.03864,NA,NA,NA,NA,7.94724,-0.95207,3.71714,0,210500,210000,4224.265,2830.64
Benxi,Liaoning,2017,34.3238,43.45401689,160.37,202.9851147,26.673,27.93691,47.6272,77.71,1.2,46050,4.03347,3.7750529,31001.44668,NA,6.4588,13.56115,4.17689,64.6697529,2.02474,2.28781,NA,NA,NA,NA,3.49124,NA,2.55228,0,210500,210000,4011.528,4033.47
Benxi,Liaoning,2018,33.2127,41.55923579,325.03,406.7102573,27.33693,28.69291,41.3541,82.30867,1.2,48920,4.31205,3.77395,32954.538,NA,6.26358,15.14621,4.75312,75.88503699,2.14447,1.70355,NA,NA,NA,NA,NA,NA,NA,NA,210500,210000,4861.23,4312.05
Benxi,Liaoning,2019,36.4077,45.06564045,348.71,431.6400995,28.43704,29.82628,40.9938,78.10731,3.5,46673,4.84297,2.70402,35130,NA,6.75647,16.48167,5.05608,74.83315992,1.39648,1.87501,NA,NA,NA,NA,3.04,0.53,NA,NA,210500,210000,5408.805,4842.97
Benxi,Liaoning,2020,37.4451,45.37540442,261.98,317.463928,30.34548,33.585,40.6125,81.04,2.5,60210,4.67904,2.59235,36048.18225,NA,6.96616,17.15273,5.14492,73.85589765,3.14721,5.5541,NA,NA,NA,NA,3.49124,0.40211,2.313,1.552,210500,210000,5402.351,4679.04
Benxi,Liaoning,2021,36.9424,36.94236845,341.03,341.0247569,33.035,34.405,55.437,89.42307,5.8,68340.13756,3.12476,3.62169,39004.1332,NA,7.36123,13.27854,6.34906,86.24998811,2.2385,2.53761,NA,NA,NA,NA,4.52,0.145,3.024,0.89,210500,210000,NA,NA
Bijie,Guizhou,2016,13.08,13.0822554,102.37,102.3755419,21.269,NA,24.9646,162.579,12.1,24544.11643,17.7342,0.093,25041,40.13,11.26347,45.11769,8.39085,74.49613663,9.512,9.409,NA,NA,3.76801,3.68967,4.33233,NA,NA,NA,520500,520000,NA,17730
Bijie,Guizhou,2017,50.9217,50.92174782,154.75,154.7435827,93.778,101.64,23.4659,184.161,11.7,27690,21.01375,0.20539,27320,45.55,12.38405,52.77456,9.079,73.31204251,10.36814,8.24815,NA,NA,1.1892007,0.2726007,14.61,1.57,5.26,0.16,520500,520000,NA,21013.75
Bijie,Guizhou,2018,47.4251,53.30980553,345.84,388.7430013,91.124,93.92,22.635,192.143,10.2,28794,NA,0.21688,29888,NA,13.0113,57.48306,9.766,75.05783434,13.226,9.845,NA,NA,NA,NA,NA,NA,NA,NA,520500,520000,NA,NA
Bijie,Guizhou,2019,48.7072,71.76182208,122.78,180.8909384,92.61,95.452,18.9042,190.136,8,28378,NA,0.22236,32638,NA,13.02507,68.90034,9.40576,72.21274051,15.36639,7.33378,NA,NA,0.02633142,-1.92875858,5.545,1.63,1.652,0,520500,520000,NA,NA
Bijie,Guizhou,2020,51.1441,75.26490654,326.49,480.4764828,103.331,105.244,17.6529,202.039,4.4,29295,NA,0.0844,34274,NA,13.1962,74.75355,7.97108,60.40435883,17.54224,23.26622,NA,NA,0.372452559,-0.797878861,10.495,0.284,13.26,10.437,520500,520000,NA,NA
Bijie,Guizhou,2021,51.2552,72.01051436,421.66,592.4119762,111.812,113.74,18.3182,218.14755,6.7865,31736,NA,0.06,37263,NA,12.36887,67.52222,7.36122,59.51408657,13.3859,16.21435,NA,NA,0.1767,-0.725182559,15.463,2.819,10.026,5.676,520500,520000,NA,NA
Binzhou,Shandong,2016,17.0843,21.35931181,96.9981,121.2700793,42.19993,50.32,68.6366,247.0101291,7.175333,63745,11.46712,8.71157,30583.33672,NA,22.00082,32.05406,15.89168,72.2322168,6.17553,7.80231,NA,NA,0.6,-0.2,12.955,12.9315,5.592,1.45,371600,370000,4073.98,11467.12
Binzhou,Shandong,2017,16.9349,21.61801179,94.1993,120.2491399,44.05,51.55,68.513,260.1144116,6.167943,64863.50259,11.17374,9.9064795,32918.52905,NA,22.62838,33.02785,17.05656,75.37684978,7.02164,8.89384,NA,NA,NA,NA,5.872,5.84217,3.038,3.023,371600,370000,4521.405,11173.74
Binzhou,Shandong,2018,17.9094,23.35538426,88.1308,114.9303457,47.29,55,69.6567,264.052,1.5,66668,16.58725,12.40482185,35049.3,NA,24.05395,34.53216,18.42227,76.58729647,11.53632,13.91195,NA,NA,0.4572,NA,4.493,-0.00409,3.835,3.78863,371600,370000,5525.927,16587.25
Binzhou,Shandong,2019,21.0613,28.13162396,81.072,108.2878459,51.75172,59.92802,64.1833,245.719,4.1,62639,19.26982,12.66917,37377.77,NA,24.29629,37.85451,17.56581,72.29832209,19.03208,22.01861,NA,NA,0.5476027,NA,NA,NA,5.242,5.2166,371600,370000,6341.658,19269.82
Binzhou,Shandong,2020,30.2146,39.43318097,103.5681,135.1671024,75.78157,83.111,56.4893,250.811,3.7,63915,16.65181,11.82015,38582.23276,NA,25.27933,44.75063,18.19657,71.9820106,17.11516,39.3559,NA,NA,0.430294105,NA,5.058,5.04579,24.014,24.0115,371600,370000,6525.399,16651.81
Binzhou,Shandong,2021,35.1588,44.00077473,113.8833,142.5233931,100.98,108.646,60.084,287.211,8.3,73078,15.67677,15.92862,41566.18145,NA,28.7306,47.81735,21.61562,75.23553285,30.48721,47.97098,NA,NA,0.495398544,-0.758204156,5.925,5.7247,27.505,27.3854,371600,370000,NA,15680
Bozhou,Anhui,2016,28.9303,73.50179584,347.76,313.5383348,30.264,NA,31.2386,104.61,8.9,20611,23.14415,0.5199,25053,NA,8.70239,27.85781,6.746,77.51893445,15.821,17.565,NA,NA,1.544,NA,5.54993,1.55726,NA,NA,341600,340000,4324.167,23144.15
Bozhou,Anhui,2017,29.2375,76.5168833,355.54,299.2149363,33.617,37.66,29.0902,114.979,9.2,22385,32.16125,0.66444,27246,NA,9.45506,32.50253,7.32474,77.46899544,19.948,NA,NA,NA,0.4166447,NA,2.71866,0.64102,NA,NA,341600,340000,5711.288,32161.25
Bozhou,Anhui,2018,34.5485,88.79783617,393.97,1012.601827,44.125,48.525,32.5954,127.719,10.1,24547,36.4875,0.83393,29711,NA,11.20003,34.36073,8.4272,75.2426556,NA,NA,NA,NA,1.3215242,1.1215242,5.05257,0.30444,NA,NA,341600,340000,6121.612,36487.5
Bozhou,Anhui,2019,30.2859,75.00834436,420.03,1040.275777,52.97,58.659,33.7742,174.9,9.4,33314,41.52648,1.04031,32409,NA,12.61104,37.33929,9.28521,73.62763103,NA,NA,NA,NA,1.5760776,NA,2.3841,0.38607,NA,NA,341600,340000,6120.406,41526.48
Bozhou,Anhui,2020,34.1883,82.77673648,98,237.2846485,61.744,66.791,32.3563,180.6,4.1,36156,44.96572,1.06,34159.1,NA,12.6373,39.05664,8.63403,68.32179342,24.746,NA,NA,NA,4.9136506,4.3770059,0.31496,0.2354,9.161,8.457,341600,340000,5827.325,44965.72
Bozhou,Anhui,2021,36.8173,93.63186039,117.86,299.7252712,72.62878,78.57935,37.18,197.268,8.6,39509,45.36031,0.64701,37318.9,NA,14.03,37.74,9.622,68.58161083,25.335,NA,NA,NA,1.9649607,-1.1629534,3.12,0.662,12.478,10.158,341600,340000,5879.35,45360.31
Cangzhou,Hebei,2016,7.815,17.50872339,84.91,190.2420667,27.70153,31.07,43.6518,354.468,7.9,47425,28.33656,2.844218985,28604.65,130.82,22.03968,50.48978,14.6915,66.65931629,10.5794,11.48039,NA,NA,4.6017966,NA,NA,NA,5.5971,2.28431,130900,130000,4931.816,28336.56
Cangzhou,Hebei,2017,8.7401,20.20465934,66.78,154.3842069,31.84369,36.14,43.514,364.34034,6.7,48384,25.34421,3.647612514,31044,141.28,23.95362,55.04803,15.6701,65.41850459,23.72174,18.14635,NA,NA,2.9784922,NA,2.62,0.41,8.27133,4.50036,130900,130000,5632.362,25344.21
Cangzhou,Hebei,2018,11.5142,24.27693139,81.53,171.7019476,37.61597,43.42212,42.3292,326.693,6.4,48562,25.24441,4.800321,33528,NA,26.33942,62.22522,18.34687,69.6555581,19.8427,20.49797,NA,NA,2.2610934,2.0110934,3.78,2.2,5.17316,3.75452,130900,130000,5354,25244.41
Cangzhou,Hebei,2019,12.5354,29.00827469,76.94,178.058282,44.977,52.471,41.3293,358.8,6.9,47662,31.89306,5.379,36244,NA,28.3644,68.63022,19.00414,66.9999718,30.06307,25.14775,NA,NA,5.0014018,4.9760685,NA,NA,NA,NA,130900,130000,7328.472,31893.06
Cangzhou,Hebei,2020,15.6762,33.90308082,104.34,225.6462551,58,65.617,37.4654,369.9866962,4.1,50713.47463,35.76039,4.6023,37838,NA,27.53895,73.50504,17.17457,62.36465079,28.02442,33.24137,NA,NA,3.9693068,3.7773068,5.175,2.835,11.126,10.188,130900,130000,7949.575,35760.39
Cangzhou,Hebei,2021,15.8822,37.5437976,137.57,325.015573,66.124,75.958,44.8453,416.3392811,6.950204,57009,42.5,5.820434967,40411.32,NA,29.99099,66.87661,20.36856,67.91559732,18.07087,22.01815,NA,NA,0.5222326,-5.7035442,4.043,1.776,7.686,6.36,130900,130000,NA,42590
Changchun,Jilin,2016,19.57,30.7292095,237.21,297.2921913,98.556,119.115,53.919,591.79405,7.7,79434,59.66477,14.16,27195,NA,41.55,77.06,30.99,74.58483755,19.62,22.97,NA,NA,11.2434754,0.4370554,NA,NA,NA,NA,220100,220000,6017.655,59664.77
Changchun,Jilin,2017,15.1055,27.37741433,136.86,254.4285403,98.63929,121.33786,64.636,653.00308,8,86931,57.37761,14.08955,29044,NA,41.49491,64.19782,31.37727,75.61715401,28.77054,29.83063,NA,NA,10.4864063,2.2862162,41.495,NA,NA,NA,220100,220000,6810.68,57377.61
Changchun,Jilin,2018,19.8357,48.83154704,102.43,232.8123523,111.776,129.932,53.4486,563.51,7.2,95663,77.86345,15.937,35332,NA,47.80141,89.43429,37.00562,77.41533147,31.24777,39.97877,NA,NA,7.2660117,1.1010117,14.07712,2.6188,7.59755,7.387,220100,220000,8091.846,77379.78
Changchun,Jilin,2019,21.7437,51.25887183,101.57,239.4275211,128.378,147.031,46.8757,590.41375,3,78456,87.6788,14.435,37844,NA,42.00168,89.6022,33.37071,79.45089339,43.39559,52.37267,NA,NA,6.9090242,4.804867,NA,NA,16.196,NA,220100,220000,8731.028,87678.8
Changchun,Jilin,2020,23.1867,58.81020241,90.84,230.4090312,153.914,168.551,40.6249,663.803,3.6,77634,99.60687,14.898,34560,NA,44.04297,108.41364,35.13086,79.764965900000007,75.63684,88.9197,NA,NA,6.7506799,-0.8035201,17.79,6.45,26.197,19.08613,220100,220000,8905.181,103602.17
Changchun,Jilin,2021,27.534300000000002,63.23634977,108.78,249.8263941,195.579,213.081,63.8488,710.31,6.2,78255,105.23427,18.287,37311,NA,61.70888,96.64851,52.00604,84.27642829,71.97566,107.13929,NA,NA,10.2713404,1.3272429,5.824,4.576,45.259,36.54309,220100,220000,NA,NA
Changde,Hunan,2016,NA,NA,NA,NA,NA,NA,33.9447,295.382,8,50543,13.99557,0.7334046,26532,96.2213,15.718,46.30473,8.964,57.03015651,2.376,2.521,NA,NA,11.04475479,9.443927194,4.94143,NA,NA,NA,430700,430000,4138.92,13995.57
Changde,Hunan,2017,NA,NA,NA,NA,NA,NA,33.3276,309.985,8.3,53038,19.54758,1.1337268,28735.30914,98.21289,16.347,49.0495,10.099,61.77891968,4.90235,3.86533,NA,NA,7.7324108,6.2341778,7.16,2.75854,0.573,-4e-5,430700,430000,4785.72,19547.58
Changde,Hunan,2018,14.736,51.10500889,167.83,582.0435581,50.017,50.227,31.8159,339.42,8.2,58160,27.90614,1.527189297,31126,100.58317,17.439,54.8122,11.331,64.97505591,12.131,10.199,NA,NA,6.4020596,4.5008346,6.123,1.695,4.236,2.265,430700,430000,5061.93,27906.14
Changde,Hunan,2019,16.1092,56.89021527,141.79,500.7248157,58.383,58.523,30.1583,362.4198,7.9,62492.63717,32.49723,1.91216,33896,NA,18.35249,60.85388,12.06901,65.76224807,22.401,17.29673,NA,NA,5.5099006,-0.8033074,8.229,2.02005,NA,NA,430700,430000,5112.32,32497.23
Changde,Hunan,2020,18.295,63.66203603,72.75,253.1551023,68.58976088,66.3346,30.5969,374.91,3.9,70496.25437,33.99769,2.28048,35469.01854,NA,18.786,61.39843,12.363,65.80964548,25.389,24.54692,NA,NA,7.6590685,3.522174,5.627,2.313,8.002,7.876,430700,430000,5497.52,33997.69
Changde,Hunan,2021,19.7498,66.18969623,84.46,283.0381565,80.0688221,80.2763,34.06,405.415,7.7,77117.56292,33.25075,2.95803913,38339,NA,20.33579,59.71,12.95365,63.69877934,26.87461,28.09466,NA,NA,8.120719,-1.167902894,NA,NA,0.10572,-0.01028,430700,430000,5365.26,33250.75
Changsha,Hunan,2016,5.02,72.03913225,43.91,637.3712327,46.927,NA,71.4108,945.53613,9.4,123265,126.66341,11.24059,43294.06,325.30272,74.36954,104.14331,47.53166,63.91280624,30.95416,30.04532,NA,NA,8.894111,8.360766,14.52249,2.87073,50.54767,0.471,430100,430000,6157.01,126054.75
Changsha,Hunan,2017,14.8556,92.36105458,47.33,818.8133987,156.511,NA,67.6765,1053.55072,9,131207,149.34441,13.88604,46948.348,353.32603,80.03456,118.26043,56.8298,71.00657516,35.97056,32.84259,NA,NA,6.1444304,5.4638736,10.94757,4.05177,14.05805,0,430100,430000,7280.43,148969.06
Changsha,Hunan,2018,13.9239,96.84655119,103.27,718.284765,153.21,153.31,67.6287,1100.34116,8.5,136920,150.8719,19.37972559,50792,NA,87.97072,130.07895,61.61338,70.03850827,59.81591,66.06264,NA,NA,3.335650581,2.624320581,7.764,1.485,17.29295,9.457,430100,430000,7780.63,150076.09
Changsha,Hunan,2019,15.7531,106.8036506,100.51,681.4264719,182.33,182.38,66.6369,1157.422,8.1,139876.5068,167.29645,28.98697178,55211,NA,95.0229,142.5981,66.54069,70.02595164,85.92141,94.59393,NA,NA,11.8647847,11.4202847,9.48159,3.97054,43.79528,20.8534,430100,430000,8225.84,166840.29
Changsha,Hunan,2020,18.3033,119.7503098,100.74,659.0751894,222.248,222.302,73.2792,1214.252,4,123296.8116,186.98777,34.04508,57971.22579,NA,110.0091,150.12319,80.70788,73.36473074,109.34138,135.52661,NA,NA,16.5583034,13.3669634,NA,NA,NA,NA,430100,430000,9107.14,186840.7
Changsha,Hunan,2021,19.2491,121.3899757,104.44,658.4612061,255.449,256.114,77.083,1327.07,7.5,130744.5365,223.68754,43.03702595,62145,NA,118.83057,154.15932,87.97713,74.03577211,124.63088,183.79293,NA,NA,12.9477433,4.283761,NA,NA,48.88217,30.40286,430100,430000,10119.08,223611.73
Changzhi,Shanxi,2016,9.957,9.956987011,114.51,114.5127461,12.65012,14.05,42.0441,127.04767,4.6,37063,6.77962,0.07731,28093.76245,58.31,9.85278,23.43437,6.50934,66.06602401,1.19413,2.28154,NA,NA,NA,NA,2.7,0.8692,1.09671,0.8,140400,140000,4046.386,6779.62
Changzhi,Shanxi,2017,9.2371,9.237131507,46.69,46.67289968,13.64815,15.25,49.2805,147.75312,7,42887,7.23037,0.07606,30060.32583,NA,13.22832,26.84289,10.28577,77.75567873,3.13261,3.98017,NA,NA,NA,NA,2.49231,0.80465,1.11299,0.85,140400,140000,3967.222,7230.37
Changzhi,Shanxi,2018,9.5736,9.5735858,80.84,80.83989528,15.75458,18.25999,46.5423,164.563,7.4,47540,10.32736,0.1123,32024,NA,15.06696,32.37265,11.51458,76.42271566,3.42166,3.99495,NA,NA,NA,NA,2.2537,1.27686,1.585,1.32,140400,140000,4430.461,10327.36
Changzhi,Shanxi,2019,12.0809,12.89053661,41.09,43.83904196,19.81165,22.75306,45.6824,163.99173,6.042475,47219,12.83077,0.1774,34426,NA,16.19482,35.450920000000004,12.47057,77.00344925,7.96288,8.79442,NA,NA,NA,NA,NA,NA,NA,NA,140400,140000,4626.62,12830.77
Changzhi,Shanxi,2020,14.8418,18.38821491,47.8,59.22630783,25.40326,25.63364,41.9998,171.16,5.1,53778,16.70518,0.12859,36010,NA,16.63524,39.60786,11.74635,70.61124456,7.86466,10.62964,NA,NA,NA,NA,NA,NA,NA,NA,140400,140000,5221.993,16705.18
Changzhi,Shanxi,2021,13.045,16.29771359,48.65,60.77429427,30.14831,30.851,57.7247,231.10788,11,73001,21.71693,0.21408,38786.23079,NA,22.40563,38.81466,16.79968,74.97972608,10.58201,10.82512,NA,NA,NA,NA,NA,NA,NA,NA,140400,140000,NA,NA
Changzhou,Jiangsu,2016,5.52,78.56131227,31.02,443.3116035,31.739,NA,94.5245,577.386,8.5,122721,44.67017,27.58434,46058,NA,48.02851,50.81064,38.31912,79.78411156,54.11852,58.89189,NA,NA,19.1424899,5.562589967,16.94996,1.851,NA,NA,320400,320000,NA,44670.17
Changzhou,Jiangsu,2017,10.6219,90.94446711,54.12,463.3888658,70.3,70.6,94.0625,661.842,8.1,140435,47.91128,31.26643,49955,NA,51.8805,55.15534,43.13607,83.1450545,77.79325,86.41956,NA,NA,27.6099669,4.4490547,5.364,1.9,NA,NA,320400,320000,NA,47911.28
Changzhou,Jiangsu,2018,12.1272,92.83103506,55.53,425.2085305,85.5,86.6,94.2023,705.027,7.017276,149277,59.589,34.3861,54000,NA,56.03316,59.48173,48.93755,87.3367663,97.41744,110.30201,NA,NA,18.83910005,5.616110154,6.079,0.92941,15.525,14.60116,320400,320000,NA,59589
Changzhou,Jiangsu,2019,13.6044,95.28679981,60.54,424.0612951,100.684,102.733,90.193,740.086,6.834372,156390,89.33606,33.83487,58345,NA,59.003,65.41861,50.15957,85.0118977,106.22535,120.18873,NA,NA,23.8865962,6.5786212,4.3,0.59704,18.32,14.7697,320400,320000,NA,89336.06
Changzhou,Jiangsu,2020,15.6309,107.9237954,68.18,470.783851,122.004,124.28,84.8945,780.532,4.500026,147938.7041,104.273,34.915,60529,NA,61.66002,72.63132,52.25258,84.74304744,116.17192,129.87008,NA,NA,10.6586586,-14.9265569,NA,NA,NA,NA,320400,320000,NA,104273
