Region,Province,year,GDP: Industry,GDP,Annual_Real_Estate_Investment,Annual_Avg_Property_Price,Debt Ratio(%),Wide Range Debt Ratio(%),Debt Asset Ratio(%),Wide Range Debt Asset Ratio(%),"Balance of Municipal Bonds(CNY,B)","Limitation of Municipal Bonds(CNY,B)",Fiscal Self-sufficiency(%),"GDP(CNY,B)",Growth Rate of GDP(%),Per capita GDP(CNY),"Fixed Asset Investment(CNY,B)","Total Value of Imports and Exports(CNY,B)",Per Capita Disposable Income(CNY),"Industrial Increase Volume(CNY,B)","Budget Revenue(CNY,B)","Budget Expenditure(CNY,B)","Tax Revenue(CNY,B)",Share of Tax Revenue(%),"Revenue of Government-Managed Funds(CNY,B)","Expenditure of Government-Managed Funds(CNY,B)","Issuance（LGFV Bond）(CNY,B)","Net Financing（LGFV Bond）(CNY,B)","Issuance（Non-Standard Financing）(CNY,B)","Net Financing（Non-Standard Financing）(CNY,B)","Issuance(General Bond)(CNY,B)","Net Financing(General Bond)(CNY,B)","Issuance（Special Bond）(CNY,B)","Net Financing（Special Bond）(CNY,B)",Statistical_Division_Code,Province.Code,Latitude,Longitude
Changchun,Jilin,2019,Total,590.414,8731.028,87678.8,21.7437,51.25887183,101.57,239.4275211,128.378,147.031,46.8757,590.41375,3,78456,87.6788,14.435,37844,NA,42.00168,89.6022,33.37071,79.45089339,43.39559,52.37267,NA,NA,6.9090242,4.804867,NA,NA,16.196,NA,220100,220000,43.9,125.32
Changchun,Jilin,2019,"Agriculture, Forestry, Animal Husbandry and Fishery (Incl. Services)",35.97,8731.028,87678.8,21.7437,51.25887183,101.57,239.4275211,128.378,147.031,46.8757,590.41375,3,78456,87.6788,14.435,37844,NA,42.00168,89.6022,33.37071,79.45089339,43.39559,52.37267,NA,NA,6.9090242,4.804867,NA,NA,16.196,NA,220100,220000,43.9,125.32
Changchun,Jilin,2019,SI - Industry,212.683,8731.028,87678.8,21.7437,51.25887183,101.57,239.4275211,128.378,147.031,46.8757,590.41375,3,78456,87.6788,14.435,37844,NA,42.00168,89.6022,33.37071,79.45089339,43.39559,52.37267,NA,NA,6.9090242,4.804867,NA,NA,16.196,NA,220100,220000,43.9,125.32
Changchun,Jilin,2019,SI - Construction,38.181,8731.028,87678.8,21.7437,51.25887183,101.57,239.4275211,128.378,147.031,46.8757,590.41375,3,78456,87.6788,14.435,37844,NA,42.00168,89.6022,33.37071,79.45089339,43.39559,52.37267,NA,NA,6.9090242,4.804867,NA,NA,16.196,NA,220100,220000,43.9,125.32
Changchun,Jilin,2019,Primary Industry,34.81,8731.028,87678.8,21.7437,51.25887183,101.57,239.4275211,128.378,147.031,46.8757,590.41375,3,78456,87.6788,14.435,37844,NA,42.00168,89.6022,33.37071,79.45089339,43.39559,52.37267,NA,NA,6.9090242,4.804867,NA,NA,16.196,NA,220100,220000,43.9,125.32
Changchun,Jilin,2019,Tertiary Industry,306.06,8731.028,87678.8,21.7437,51.25887183,101.57,239.4275211,128.378,147.031,46.8757,590.41375,3,78456,87.6788,14.435,37844,NA,42.00168,89.6022,33.37071,79.45089339,43.39559,52.37267,NA,NA,6.9090242,4.804867,NA,NA,16.196,NA,220100,220000,43.9,125.32
Changchun,Jilin,2020,Secondary Industry,275.81,8905.181,103602.17,23.1867,58.81020241,90.84,230.4090312,153.914,168.551,40.6249,663.803,3.6,77634,99.60687,14.898,34560,NA,44.04297,108.41364,35.13086,79.764965900000007,75.63684,88.9197,NA,NA,6.7506799,-0.8035201,17.79,6.45,26.197,19.08613,220100,220000,43.9,125.32
Changchun,Jilin,2020,"Agriculture, Forestry, Animal Husbandry and Fishery (Incl. Services)",54.847,8905.181,103602.17,23.1867,58.81020241,90.84,230.4090312,153.914,168.551,40.6249,663.803,3.6,77634,99.60687,14.898,34560,NA,44.04297,108.41364,35.13086,79.764965900000007,75.63684,88.9197,NA,NA,6.7506799,-0.8035201,17.79,6.45,26.197,19.08613,220100,220000,43.9,125.32
Changchun,Jilin,2020,Total,663.803,8905.181,103602.17,23.1867,58.81020241,90.84,230.4090312,153.914,168.551,40.6249,663.803,3.6,77634,99.60687,14.898,34560,NA,44.04297,108.41364,35.13086,79.764965900000007,75.63684,88.9197,NA,NA,6.7506799,-0.8035201,17.79,6.45,26.197,19.08613,220100,220000,43.9,125.32
Changchun,Jilin,2020,Primary Industry,53.38,8905.181,103602.17,23.1867,58.81020241,90.84,230.4090312,153.914,168.551,40.6249,663.803,3.6,77634,99.60687,14.898,34560,NA,44.04297,108.41364,35.13086,79.764965900000007,75.63684,88.9197,NA,NA,6.7506799,-0.8035201,17.79,6.45,26.197,19.08613,220100,220000,43.9,125.32
Changchun,Jilin,2020,Tertiary Industry,334.61,8905.181,103602.17,23.1867,58.81020241,90.84,230.4090312,153.914,168.551,40.6249,663.803,3.6,77634,99.60687,14.898,34560,NA,44.04297,108.41364,35.13086,79.764965900000007,75.63684,88.9197,NA,NA,6.7506799,-0.8035201,17.79,6.45,26.197,19.08613,220100,220000,43.9,125.32
Changchun,Jilin,2020,SI - Industry,232.759,8905.181,103602.17,23.1867,58.81020241,90.84,230.4090312,153.914,168.551,40.6249,663.803,3.6,77634,99.60687,14.898,34560,NA,44.04297,108.41364,35.13086,79.764965900000007,75.63684,88.9197,NA,NA,6.7506799,-0.8035201,17.79,6.45,26.197,19.08613,220100,220000,43.9,125.32
Changchun,Jilin,2020,SI - Construction,44.125,8905.181,103602.17,23.1867,58.81020241,90.84,230.4090312,153.914,168.551,40.6249,663.803,3.6,77634,99.60687,14.898,34560,NA,44.04297,108.41364,35.13086,79.764965900000007,75.63684,88.9197,NA,NA,6.7506799,-0.8035201,17.79,6.45,26.197,19.08613,220100,220000,43.9,125.32
Changde,Hunan,2016,SI - Construction,12.984,4138.92,13995.57,NA,NA,NA,NA,NA,NA,33.9447,295.382,8,50543,13.99557,0.7334046,26532,96.2213,15.718,46.30473,8.964,57.03015651,2.376,2.521,NA,NA,11.04475479,9.443927194,4.94143,NA,NA,NA,430700,430000,29.05,111.68
Changde,Hunan,2016,SI - Industry,112.822,4138.92,13995.57,NA,NA,NA,NA,NA,NA,33.9447,295.382,8,50543,13.99557,0.7334046,26532,96.2213,15.718,46.30473,8.964,57.03015651,2.376,2.521,NA,NA,11.04475479,9.443927194,4.94143,NA,NA,NA,430700,430000,29.05,111.68
Changde,Hunan,2016,Secondary Industry,125.717,4138.92,13995.57,NA,NA,NA,NA,NA,NA,33.9447,295.382,8,50543,13.99557,0.7334046,26532,96.2213,15.718,46.30473,8.964,57.03015651,2.376,2.521,NA,NA,11.04475479,9.443927194,4.94143,NA,NA,NA,430700,430000,29.05,111.68
Changde,Hunan,2016,Tertiary Industry,131.341,4138.92,13995.57,NA,NA,NA,NA,NA,NA,33.9447,295.382,8,50543,13.99557,0.7334046,26532,96.2213,15.718,46.30473,8.964,57.03015651,2.376,2.521,NA,NA,11.04475479,9.443927194,4.94143,NA,NA,NA,430700,430000,29.05,111.68
Changde,Hunan,2016,"Agriculture, Forestry, Animal Husbandry and Fishery (Incl. Services)",39.634,4138.92,13995.57,NA,NA,NA,NA,NA,NA,33.9447,295.382,8,50543,13.99557,0.7334046,26532,96.2213,15.718,46.30473,8.964,57.03015651,2.376,2.521,NA,NA,11.04475479,9.443927194,4.94143,NA,NA,NA,430700,430000,29.05,111.68
Changde,Hunan,2016,Primary Industry,38.324,4138.92,13995.57,NA,NA,NA,NA,NA,NA,33.9447,295.382,8,50543,13.99557,0.7334046,26532,96.2213,15.718,46.30473,8.964,57.03015651,2.376,2.521,NA,NA,11.04475479,9.443927194,4.94143,NA,NA,NA,430700,430000,29.05,111.68
Changde,Hunan,2016,Total,295.382,4138.92,13995.57,NA,NA,NA,NA,NA,NA,33.9447,295.382,8,50543,13.99557,0.7334046,26532,96.2213,15.718,46.30473,8.964,57.03015651,2.376,2.521,NA,NA,11.04475479,9.443927194,4.94143,NA,NA,NA,430700,430000,29.05,111.68
Changde,Hunan,2017,"Agriculture, Forestry, Animal Husbandry and Fishery (Incl. Services)",36.067,4785.72,19547.58,NA,NA,NA,NA,NA,NA,33.3276,309.985,8.3,53038,19.54758,1.1337268,28735.30914,98.21289,16.347,49.0495,10.099,61.77891968,4.90235,3.86533,NA,NA,7.7324108,6.2341778,7.16,2.75854,0.573,-4e-5,430700,430000,29.05,111.68
Changde,Hunan,2017,Secondary Industry,121.254,4785.72,19547.58,NA,NA,NA,NA,NA,NA,33.3276,309.985,8.3,53038,19.54758,1.1337268,28735.30914,98.21289,16.347,49.0495,10.099,61.77891968,4.90235,3.86533,NA,NA,7.7324108,6.2341778,7.16,2.75854,0.573,-4e-5,430700,430000,29.05,111.68
Changde,Hunan,2017,SI - Industry,106.73,4785.72,19547.58,NA,NA,NA,NA,NA,NA,33.3276,309.985,8.3,53038,19.54758,1.1337268,28735.30914,98.21289,16.347,49.0495,10.099,61.77891968,4.90235,3.86533,NA,NA,7.7324108,6.2341778,7.16,2.75854,0.573,-4e-5,430700,430000,29.05,111.68
Changde,Hunan,2017,Tertiary Industry,155.009,4785.72,19547.58,NA,NA,NA,NA,NA,NA,33.3276,309.985,8.3,53038,19.54758,1.1337268,28735.30914,98.21289,16.347,49.0495,10.099,61.77891968,4.90235,3.86533,NA,NA,7.7324108,6.2341778,7.16,2.75854,0.573,-4e-5,430700,430000,29.05,111.68
Changde,Hunan,2017,Total,309.985,4785.72,19547.58,NA,NA,NA,NA,NA,NA,33.3276,309.985,8.3,53038,19.54758,1.1337268,28735.30914,98.21289,16.347,49.0495,10.099,61.77891968,4.90235,3.86533,NA,NA,7.7324108,6.2341778,7.16,2.75854,0.573,-4e-5,430700,430000,29.05,111.68
Changde,Hunan,2017,Primary Industry,33.722,4785.72,19547.58,NA,NA,NA,NA,NA,NA,33.3276,309.985,8.3,53038,19.54758,1.1337268,28735.30914,98.21289,16.347,49.0495,10.099,61.77891968,4.90235,3.86533,NA,NA,7.7324108,6.2341778,7.16,2.75854,0.573,-4e-5,430700,430000,29.05,111.68
Changde,Hunan,2017,SI - Construction,14.62,4785.72,19547.58,NA,NA,NA,NA,NA,NA,33.3276,309.985,8.3,53038,19.54758,1.1337268,28735.30914,98.21289,16.347,49.0495,10.099,61.77891968,4.90235,3.86533,NA,NA,7.7324108,6.2341778,7.16,2.75854,0.573,-4e-5,430700,430000,29.05,111.68
Changde,Hunan,2018,SI - Industry,112.49,5061.93,27906.14,14.736,51.10500889,167.83,582.0435581,50.017,50.227,31.8159,339.42,8.2,58160,27.90614,1.527189297,31126,100.58317,17.439,54.8122,11.331,64.97505591,12.131,10.199,NA,NA,6.4020596,4.5008346,6.123,1.695,4.236,2.265,430700,430000,29.05,111.68
Changde,Hunan,2018,Tertiary Industry,176.08,5061.93,27906.14,14.736,51.10500889,167.83,582.0435581,50.017,50.227,31.8159,339.42,8.2,58160,27.90614,1.527189297,31126,100.58317,17.439,54.8122,11.331,64.97505591,12.131,10.199,NA,NA,6.4020596,4.5008346,6.123,1.695,4.236,2.265,430700,430000,29.05,111.68
Changde,Hunan,2018,SI - Construction,16.155,5061.93,27906.14,14.736,51.10500889,167.83,582.0435581,50.017,50.227,31.8159,339.42,8.2,58160,27.90614,1.527189297,31126,100.58317,17.439,54.8122,11.331,64.97505591,12.131,10.199,NA,NA,6.4020596,4.5008346,6.123,1.695,4.236,2.265,430700,430000,29.05,111.68
Changde,Hunan,2018,Total,339.42,5061.93,27906.14,14.736,51.10500889,167.83,582.0435581,50.017,50.227,31.8159,339.42,8.2,58160,27.90614,1.527189297,31126,100.58317,17.439,54.8122,11.331,64.97505591,12.131,10.199,NA,NA,6.4020596,4.5008346,6.123,1.695,4.236,2.265,430700,430000,29.05,111.68
Changde,Hunan,2018,Primary Industry,34.8,5061.93,27906.14,14.736,51.10500889,167.83,582.0435581,50.017,50.227,31.8159,339.42,8.2,58160,27.90614,1.527189297,31126,100.58317,17.439,54.8122,11.331,64.97505591,12.131,10.199,NA,NA,6.4020596,4.5008346,6.123,1.695,4.236,2.265,430700,430000,29.05,111.68
Changde,Hunan,2018,Secondary Industry,128.54,5061.93,27906.14,14.736,51.10500889,167.83,582.0435581,50.017,50.227,31.8159,339.42,8.2,58160,27.90614,1.527189297,31126,100.58317,17.439,54.8122,11.331,64.97505591,12.131,10.199,NA,NA,6.4020596,4.5008346,6.123,1.695,4.236,2.265,430700,430000,29.05,111.68
Changde,Hunan,2018,"Agriculture, Forestry, Animal Husbandry and Fishery (Incl. Services)",37.427,5061.93,27906.14,14.736,51.10500889,167.83,582.0435581,50.017,50.227,31.8159,339.42,8.2,58160,27.90614,1.527189297,31126,100.58317,17.439,54.8122,11.331,64.97505591,12.131,10.199,NA,NA,6.4020596,4.5008346,6.123,1.695,4.236,2.265,430700,430000,29.05,111.68
Changde,Hunan,2019,"Agriculture, Forestry, Animal Husbandry and Fishery (Incl. Services)",42.517,5112.32,32497.23,16.1092,56.89021527,141.79,500.7248157,58.383,58.523,30.1583,362.4198,7.9,62492.63717,32.49723,1.91216,33896,NA,18.35249,60.85388,12.06901,65.76224807,22.401,17.29673,NA,NA,5.5099006,-0.8033074,8.229,2.02005,NA,NA,430700,430000,29.05,111.68
Changde,Hunan,2019,SI - Industry,116.62,5112.32,32497.23,16.1092,56.89021527,141.79,500.7248157,58.383,58.523,30.1583,362.4198,7.9,62492.63717,32.49723,1.91216,33896,NA,18.35249,60.85388,12.06901,65.76224807,22.401,17.29673,NA,NA,5.5099006,-0.8033074,8.229,2.02005,NA,NA,430700,430000,29.05,111.68
Changde,Hunan,2019,Secondary Industry,146.273,5112.32,32497.23,16.1092,56.89021527,141.79,500.7248157,58.383,58.523,30.1583,362.4198,7.9,62492.63717,32.49723,1.91216,33896,NA,18.35249,60.85388,12.06901,65.76224807,22.401,17.29673,NA,NA,5.5099006,-0.8033074,8.229,2.02005,NA,NA,430700,430000,29.05,111.68
Changde,Hunan,2019,Primary Industry,39.573,5112.32,32497.23,16.1092,56.89021527,141.79,500.7248157,58.383,58.523,30.1583,362.4198,7.9,62492.63717,32.49723,1.91216,33896,NA,18.35249,60.85388,12.06901,65.76224807,22.401,17.29673,NA,NA,5.5099006,-0.8033074,8.229,2.02005,NA,NA,430700,430000,29.05,111.68
Changde,Hunan,2019,Tertiary Industry,176.573,5112.32,32497.23,16.1092,56.89021527,141.79,500.7248157,58.383,58.523,30.1583,362.4198,7.9,62492.63717,32.49723,1.91216,33896,NA,18.35249,60.85388,12.06901,65.76224807,22.401,17.29673,NA,NA,5.5099006,-0.8033074,8.229,2.02005,NA,NA,430700,430000,29.05,111.68
Changde,Hunan,2019,SI - Construction,29.749,5112.32,32497.23,16.1092,56.89021527,141.79,500.7248157,58.383,58.523,30.1583,362.4198,7.9,62492.63717,32.49723,1.91216,33896,NA,18.35249,60.85388,12.06901,65.76224807,22.401,17.29673,NA,NA,5.5099006,-0.8033074,8.229,2.02005,NA,NA,430700,430000,29.05,111.68
Changde,Hunan,2019,Total,362.42,5112.32,32497.23,16.1092,56.89021527,141.79,500.7248157,58.383,58.523,30.1583,362.4198,7.9,62492.63717,32.49723,1.91216,33896,NA,18.35249,60.85388,12.06901,65.76224807,22.401,17.29673,NA,NA,5.5099006,-0.8033074,8.229,2.02005,NA,NA,430700,430000,29.05,111.68
Changde,Hunan,2020,SI - Industry,122.661,5497.52,33997.69,18.295,63.66203603,72.75,253.1551023,68.58976088,66.3346,30.5969,374.91,3.9,70496.25437,33.99769,2.28048,35469.01854,NA,18.786,61.39843,12.363,65.80964548,25.389,24.54692,NA,NA,7.6590685,3.522174,5.627,2.313,8.002,7.876,430700,430000,29.05,111.68
Changde,Hunan,2020,Total,374.91,5497.52,33997.69,18.295,63.66203603,72.75,253.1551023,68.58976088,66.3346,30.5969,374.91,3.9,70496.25437,33.99769,2.28048,35469.01854,NA,18.786,61.39843,12.363,65.80964548,25.389,24.54692,NA,NA,7.6590685,3.522174,5.627,2.313,8.002,7.876,430700,430000,29.05,111.68
Changde,Hunan,2020,SI - Construction,31.806,5497.52,33997.69,18.295,63.66203603,72.75,253.1551023,68.58976088,66.3346,30.5969,374.91,3.9,70496.25437,33.99769,2.28048,35469.01854,NA,18.786,61.39843,12.363,65.80964548,25.389,24.54692,NA,NA,7.6590685,3.522174,5.627,2.313,8.002,7.876,430700,430000,29.05,111.68
Changde,Hunan,2020,Primary Industry,46.46,5497.52,33997.69,18.295,63.66203603,72.75,253.1551023,68.58976088,66.3346,30.5969,374.91,3.9,70496.25437,33.99769,2.28048,35469.01854,NA,18.786,61.39843,12.363,65.80964548,25.389,24.54692,NA,NA,7.6590685,3.522174,5.627,2.313,8.002,7.876,430700,430000,29.05,111.68
Changde,Hunan,2020,"Agriculture, Forestry, Animal Husbandry and Fishery (Incl. Services)",49.66,5497.52,33997.69,18.295,63.66203603,72.75,253.1551023,68.58976088,66.3346,30.5969,374.91,3.9,70496.25437,33.99769,2.28048,35469.01854,NA,18.786,61.39843,12.363,65.80964548,25.389,24.54692,NA,NA,7.6590685,3.522174,5.627,2.313,8.002,7.876,430700,430000,29.05,111.68
Changde,Hunan,2020,Secondary Industry,154.37,5497.52,33997.69,18.295,63.66203603,72.75,253.1551023,68.58976088,66.3346,30.5969,374.91,3.9,70496.25437,33.99769,2.28048,35469.01854,NA,18.786,61.39843,12.363,65.80964548,25.389,24.54692,NA,NA,7.6590685,3.522174,5.627,2.313,8.002,7.876,430700,430000,29.05,111.68
Changde,Hunan,2020,Tertiary Industry,174.08,5497.52,33997.69,18.295,63.66203603,72.75,253.1551023,68.58976088,66.3346,30.5969,374.91,3.9,70496.25437,33.99769,2.28048,35469.01854,NA,18.786,61.39843,12.363,65.80964548,25.389,24.54692,NA,NA,7.6590685,3.522174,5.627,2.313,8.002,7.876,430700,430000,29.05,111.68
Changsha,Hunan,2016,SI - Construction,94.252,6157.01,126054.75,5.02,72.03913225,43.91,637.3712327,46.927,NA,71.4108,945.53613,9.4,123265,126.66341,11.24059,43294.06,325.30272,74.36954,104.14331,47.53166,63.91280624,30.95416,30.04532,NA,NA,8.894111,8.360766,14.52249,2.87073,50.54767,0.471,430100,430000,28.240000000000002,113
Changsha,Hunan,2016,"Agriculture, Forestry, Animal Husbandry and Fishery (Incl. Services)",37.843,6157.01,126054.75,5.02,72.03913225,43.91,637.3712327,46.927,NA,71.4108,945.53613,9.4,123265,126.66341,11.24059,43294.06,325.30272,74.36954,104.14331,47.53166,63.91280624,30.95416,30.04532,NA,NA,8.894111,8.360766,14.52249,2.87073,50.54767,0.471,430100,430000,28.240000000000002,113
Changsha,Hunan,2016,Secondary Industry,376.509,6157.01,126054.75,5.02,72.03913225,43.91,637.3712327,46.927,NA,71.4108,945.53613,9.4,123265,126.66341,11.24059,43294.06,325.30272,74.36954,104.14331,47.53166,63.91280624,30.95416,30.04532,NA,NA,8.894111,8.360766,14.52249,2.87073,50.54767,0.471,430100,430000,28.240000000000002,113
Changsha,Hunan,2016,Primary Industry,30.636,6157.01,126054.75,5.02,72.03913225,43.91,637.3712327,46.927,NA,71.4108,945.53613,9.4,123265,126.66341,11.24059,43294.06,325.30272,74.36954,104.14331,47.53166,63.91280624,30.95416,30.04532,NA,NA,8.894111,8.360766,14.52249,2.87073,50.54767,0.471,430100,430000,28.240000000000002,113
Changsha,Hunan,2016,Total,916.64,6157.01,126054.75,5.02,72.03913225,43.91,637.3712327,46.927,NA,71.4108,945.53613,9.4,123265,126.66341,11.24059,43294.06,325.30272,74.36954,104.14331,47.53166,63.91280624,30.95416,30.04532,NA,NA,8.894111,8.360766,14.52249,2.87073,50.54767,0.471,430100,430000,28.240000000000002,113
Changsha,Hunan,2016,SI - Industry,282.467,6157.01,126054.75,5.02,72.03913225,43.91,637.3712327,46.927,NA,71.4108,945.53613,9.4,123265,126.66341,11.24059,43294.06,325.30272,74.36954,104.14331,47.53166,63.91280624,30.95416,30.04532,NA,NA,8.894111,8.360766,14.52249,2.87073,50.54767,0.471,430100,430000,28.240000000000002,113
Changsha,Hunan,2016,Tertiary Industry,509.495,6157.01,126054.75,5.02,72.03913225,43.91,637.3712327,46.927,NA,71.4108,945.53613,9.4,123265,126.66341,11.24059,43294.06,325.30272,74.36954,104.14331,47.53166,63.91280624,30.95416,30.04532,NA,NA,8.894111,8.360766,14.52249,2.87073,50.54767,0.471,430100,430000,28.240000000000002,113
Changsha,Hunan,2017,"Agriculture, Forestry, Animal Husbandry and Fishery (Incl. Services)",32.876,7280.43,148969.06,14.8556,92.36105458,47.33,818.8133987,156.511,NA,67.6765,1053.55072,9,131207,149.34441,13.88604,46948.348,353.32603,80.03456,118.26043,56.8298,71.00657516,35.97056,32.84259,NA,NA,6.1444304,5.4638736,10.94757,4.05177,14.05805,0,430100,430000,28.240000000000002,113
Changsha,Hunan,2017,Total,1005.02,7280.43,148969.06,14.8556,92.36105458,47.33,818.8133987,156.511,NA,67.6765,1053.55072,9,131207,149.34441,13.88604,46948.348,353.32603,80.03456,118.26043,56.8298,71.00657516,35.97056,32.84259,NA,NA,6.1444304,5.4638736,10.94757,4.05177,14.05805,0,430100,430000,28.240000000000002,113
Changsha,Hunan,2017,SI - Construction,107.447,7280.43,148969.06,14.8556,92.36105458,47.33,818.8133987,156.511,NA,67.6765,1053.55072,9,131207,149.34441,13.88604,46948.348,353.32603,80.03456,118.26043,56.8298,71.00657516,35.97056,32.84259,NA,NA,6.1444304,5.4638736,10.94757,4.05177,14.05805,0,430100,430000,28.240000000000002,113
Changsha,Hunan,2017,Tertiary Industry,574.69,7280.43,148969.06,14.8556,92.36105458,47.33,818.8133987,156.511,NA,67.6765,1053.55072,9,131207,149.34441,13.88604,46948.348,353.32603,80.03456,118.26043,56.8298,71.00657516,35.97056,32.84259,NA,NA,6.1444304,5.4638736,10.94757,4.05177,14.05805,0,430100,430000,28.240000000000002,113
Changsha,Hunan,2017,Primary Industry,31.201,7280.43,148969.06,14.8556,92.36105458,47.33,818.8133987,156.511,NA,67.6765,1053.55072,9,131207,149.34441,13.88604,46948.348,353.32603,80.03456,118.26043,56.8298,71.00657516,35.97056,32.84259,NA,NA,6.1444304,5.4638736,10.94757,4.05177,14.05805,0,430100,430000,28.240000000000002,113
Changsha,Hunan,2017,Secondary Industry,399.129,7280.43,148969.06,14.8556,92.36105458,47.33,818.8133987,156.511,NA,67.6765,1053.55072,9,131207,149.34441,13.88604,46948.348,353.32603,80.03456,118.26043,56.8298,71.00657516,35.97056,32.84259,NA,NA,6.1444304,5.4638736,10.94757,4.05177,14.05805,0,430100,430000,28.240000000000002,113
Changsha,Hunan,2017,SI - Industry,291.913,7280.43,148969.06,14.8556,92.36105458,47.33,818.8133987,156.511,NA,67.6765,1053.55072,9,131207,149.34441,13.88604,46948.348,353.32603,80.03456,118.26043,56.8298,71.00657516,35.97056,32.84259,NA,NA,6.1444304,5.4638736,10.94757,4.05177,14.05805,0,430100,430000,28.240000000000002,113
Changsha,Hunan,2018,Total,1040.563,7780.63,150076.09,13.9239,96.84655119,103.27,718.284765,153.21,153.31,67.6287,1100.34116,8.5,136920,150.8719,19.37972559,50792,NA,87.97072,130.07895,61.61338,70.03850827,59.81591,66.06264,NA,NA,3.335650581,2.624320581,7.764,1.485,17.29295,9.457,430100,430000,28.240000000000002,113
